Suggested Bundle Title,FullPrice,DiscountRate,FinalPrice,BundleType,OfferLabel
3x Lovely Hats γυναικείο ψάθινο καπέλο γείσο με μεταλλικό μονόγραμμα και διακοσμητικές πέρλες – Offer Pack,42.93,0.1,38.64,Volume,-10%
"4x Marva γυάλινο πιάτο φαγητού 28 cm ""Pacific"" – Offer Pack",45.52,0.15000000000000002,38.69,Volume,-15%
"4x Coincasa ποτήρι γυάλινο με λεπτομέρεια φράουλα 8,5 x 8 cm Διάφανο – Offer Pack",45.6,0.15000000000000002,38.76,Volume,-15%
4x Coincasa σετ πετσέτες φαγητού μονόχρωμες 2 x 42 x 42 cm Λευκό – Offer Pack,45.6,0.15000000000000002,38.76,Volume,-15%
3x Alouette παιδικό παντελόνι φόρμας μονόχρωμο (12 μηνών - 5 ετών) Μαύρο 3Y – Offer Pack,43.08,0.1,38.77,Volume,-10%
"3x Coincasa κεραμικό βαθύ πιάτο σούπας με εφέ ""Karma"" 22 cm Μπλε Σκούρο 22cm – Offer Pack",43.2,0.1,38.88,Volume,-10%
2x Chiara Ferragni Liquid Eyeshadow - Flirty Glance 8 ml 04 Holographic Pink – Offer Pack,40.95,0.05,38.9,Volume,-5%
4x Kaemingk χριστουγεννιάτικο διακοσμητικό με led Diamond 16 x 20 cm – Offer Pack,46.0,0.15000000000000002,39.1,Volume,-15%
4x L'Occitane Verbena Festive Bauble – Offer Pack,46.2,0.15000000000000002,39.27,Volume,-15%
3x Κiko Milano New Bright Lift Matte – Offer Pack,43.769999999999996,0.1,39.39,Volume,-10%
3x Yves Rocher Clarifying Lotion 150 ml – Offer Pack,43.89,0.1,39.5,Volume,-10%
"4x Coincasa πιάτο φαγητού ""Be Unique"" 26 cm Πολύχρωμο – Offer Pack",46.6,0.15000000000000002,39.61,Volume,-15%
3x Bugatti ανδρική φανέλα μονόχρωμη με V Μαύρο L – Offer Pack,44.099999999999994,0.1,39.69,Volume,-10%
3x Kiko Milano Full Coverage 2-In-1 Foundation & Concealer 25 ml Neutral 01 – Offer Pack,44.15571428571428,0.1,39.74,Volume,-10%
2x Clinique Quickliner for Eyes Intense Clinique Quickliner for Eyes Intense 0.28 g  09 Ebony – Offer Pack,42.114285714285714,0.05,40.01,Volume,-5%
4x Yves Rocher Anti-Tiredness Foot Soothing Iced Gel 75 ml  – Offer Pack,47.260000000000005,0.15000000000000002,40.17,Volume,-15%
2x Yves Rocher Traditional Monoï Oil - Collector's Edition 100 ml – Offer Pack,42.4225,0.05,40.3,Volume,-5%
3x iDO βρεφικό σετ μπλούζα και παντελόνι με κέντημα (2 τεμάχια) Λευκό 9M – Offer Pack,44.849999999999994,0.1,40.36,Volume,-10%
3x OVS παιδική μπλούζα με print Regular Fit Κόκκινο 3-4Y – Offer Pack,44.849999999999994,0.1,40.36,Volume,-10%
3x Kiko Milano Crazy '90s Matte Liquid Lip Color 05 Cheerful Fuchsia – Offer Pack,44.97,0.1,40.47,Volume,-10%
3x Gant σετ ανδρικές κοντές κάλτσες με λογότυπο (2 ζευγάρια) Μπλε Σκούρο 40/42 – Offer Pack,45.0,0.1,40.5,Volume,-10%
"3x Kentia χαλάκι μπάνιου ""Tomas 14"" 60 x 90 cm – Offer Pack",45.0,0.1,40.5,Volume,-10%
3x Molton Brown Flora Luminare Hand Cream 40 ml – Offer Pack,45.0,0.1,40.5,Volume,-10%
2x Yves Rocher Repair Lotion Shea Butter Extra Dry Skin Yves Rocher Repair Lotion Shea Butter Extra Dry Skin 390 ml – Offer Pack,42.685714285714276,0.05,40.55,Volume,-5%
"4x Happy Socks unisex κάλτσες ""Happy Holidays"" Πολύχρωμο 36/40 – Offer Pack",47.8,0.15000000000000002,40.63,Volume,-15%
"4x Happy Socks unisex κάλτσες ""Santa On The Way"" Πολύχρωμο 41/46 – Offer Pack",47.8,0.15000000000000002,40.63,Volume,-15%
4x Esprit γυναικείο βαμβακερό T-shirt με V λαιμόκοψη Straight Fit Μαύρο M – Offer Pack,47.96,0.15000000000000002,40.77,Volume,-15%
"3x NEF-NEF κουρτίνα μπάνιου ""Satti"" 180 x 200 cm Γκρι 180x200cm – Offer Pack",45.599999999999994,0.1,41.04,Volume,-10%
2x Lancôme Bocage Déodorant Bille 50 ml – Offer Pack,43.49333333333333,0.05,41.32,Volume,-5%
4x DOMUS HOMUS διακοσμητικό κλαδί μπουκαμβίλια κρεμαστό 114 cm – Offer Pack,49.0,0.15000000000000002,41.65,Volume,-15%
4x DOMUS HOMUS τεχνητό φυτό παιώνια 52 cm ροζ – Offer Pack,49.0,0.15000000000000002,41.65,Volume,-15%
Chiara Ferragni Lip Kit - Kiss Essential Nude Beige Nude Beige + Chiara Ferragni Balm - Kiss Me Softly 3 gr 02 Invisible,52.0958064516129,0.2,41.68,Rule-Based,-20%
3x Coincasa πετσέτα προσώπου μονόχρωμη με ανάγλυφες ρίγες 100 x 60 cm Καμηλό 100x60cm – Offer Pack,46.68,0.1,42.01,Volume,-10%
"3x NEF-NEF διακοσμητικό μαξιλάρι ""Brand"" 40 x 55 cm Ανθρακί 40x55cm – Offer Pack",46.8,0.1,42.12,Volume,-10%
3x DOWN TOWN Home προστατευτικό κάλυμμα μαξιλαριού με καπιτονέ σχέδιο 52 x 75 cm – Offer Pack,46.8,0.1,42.12,Volume,-10%
2x Clarins Eau Dynamisante Fragranced Gentle Deodorant 100 ml – Offer Pack,44.35166666666667,0.05,42.13,Volume,-5%
3x Tedora ασημένιο stopper με αλυσίδα και στρογγυλά stoppers – Offer Pack,47.04,0.1,42.34,Volume,-10%
"Kentia αδιάβροχο επίστρωμα  ""Cotton Cover"" 100 x 200 cm + Kiko Milano Full Coverage Blurring Powder Foundation Kiko Milano Full Coverage Blurring Powder Foundation 20 Ivory",47.11,0.1,42.4,Thematic,-10%
"3x Folli Follie γυναικεία μικρά κρεμαστά σκουλαρίκια με ασημένιο μοτίφ νόμισμα ""Kallos"" Χρυσό   – Offer Pack",47.25,0.1,42.52,Volume,-10%
Gant ανδρικό σετ μποξεράκια μονόχρωμα (3 τεμάχια) Μαύρο S + Gant ανδρικό μαγιό βερμούδα με lemon flower print Μπλε Σκούρο S,53.1616,0.2,42.53,Rule-Based,-20%
Guy Laroche αδιάβροχο προστατευτικό επίστρωμα 100 χ 200 cm + Kiko Milano Full Coverage Blurring Powder Foundation Kiko Milano Full Coverage Blurring Powder Foundation 20 Ivory,47.3,0.1,42.57,Thematic,-10%
4x Coincasa γυάλινη κούπα με βάση 12 x 9 cm Διάφανο   – Offer Pack,50.20000000000001,0.15000000000000002,42.67,Volume,-15%
3x Alouette παιδικό παντελόνι φόρμας μονόχρωμο (6 - 16 ετών) Μαύρο 14Y – Offer Pack,47.88,0.1,43.09,Volume,-10%
3x Alouette παιδικό παντελόνι φόρμας μονόχρωμο (6 - 16 ετών) Μαύρο 8Y – Offer Pack,47.88,0.1,43.09,Volume,-10%
3x DOMUS HOMUS διακοσμητικό κλαδί κρεμαστό πανισέτο 138 cm – Offer Pack,47.94,0.1,43.15,Volume,-10%
3x Kiko Milano Weightless Perfection Wet And Dry Powder Foundation Kiko Milano Weightless Perfection Wet And Dry Powder Foundation Warm Rose 120 – Offer Pack,47.97,0.1,43.17,Volume,-10%
3x Kiko Milano Gloss Supreme Color Glaze Lip Lacquer 01 Nude Bloom – Offer Pack,47.97,0.1,43.17,Volume,-10%
3x Kiko Milano Eyebrow Expert Palette 01 Blonde – Offer Pack,47.97,0.1,43.17,Volume,-10%
2x Κiko Milano New Sublime Youth Day – Offer Pack,45.73,0.05,43.44,Volume,-5%
4x Coincasa διακοσμητικό μαξιλάρι καρέκλας twill με κέντημα 40 x 40 cm Λευκό 40x40cm – Offer Pack,51.2,0.15000000000000002,43.52,Volume,-15%
3x Kiko Milano Full Coverage Blurring Powder Foundation Kiko Milano Full Coverage Blurring Powder Foundation 70 Light Camel – Offer Pack,48.42,0.1,43.58,Volume,-10%
2x Molton Brown Purifying Shampoo With Indian Cress 300 ml – Offer Pack,45.91304347826087,0.05,43.62,Volume,-5%
"3x OVS παιδικό φούτερ με prints με στρας ""Minnie Mouse and Daisy Duck"", lettering και ribbed τελείωμα Λευκό 6-7Y – Offer Pack",48.510000000000005,0.1,43.66,Volume,-10%
2x Dsquared2 Wood Green Pour Homme Perfumed Deodorant Stick 75 ml – Offer Pack,45.9725,0.05,43.67,Volume,-5%
Gant ανδρικό σετ μποξεράκια μονόχρωμα (3 τεμάχια) Μαύρο S + Gant ανδρικό μαγιό με σχέδια Γαλάζιο M,54.7616,0.2,43.81,Rule-Based,-20%
3x L'Occitane Kumquat Shower Foam 200 ml – Offer Pack,49.45,0.1,44.5,Volume,-10%
3x Lovable γυναικείο σλιπ ''Midi Invisible'' Λευκό XXL – Offer Pack,49.5,0.1,44.55,Volume,-10%
3x Lovable γυναικείο σλιπ ''Midi Invisible'' Μαύρο M – Offer Pack,49.5,0.1,44.55,Volume,-10%
3x Lovable γυναικείο σλιπ μονόχρωμο Μαύρο L – Offer Pack,49.5,0.1,44.55,Volume,-10%
4x Coincasa διακοσμητικό μαξιλάρι καρέκλας 40 x 40 cm  Γκρι 40x40cm – Offer Pack,52.46666666666667,0.15000000000000002,44.6,Volume,-15%
2x Clarins Very High Protection Youth Sun Care Cream Spf 50+ 50 ml – Offer Pack,46.9535,0.05,44.61,Volume,-5%
3x Coincasa μαξιλάρι καρέκλας/δαπέδου μονόχρωμο 40 cm Μουσταρδί 40cm – Offer Pack,49.739999999999995,0.1,44.77,Volume,-10%
4x Lovable γυναικείο σλιπ ''Midi Invisible'' Nude XL – Offer Pack,52.8,0.15000000000000002,44.88,Volume,-15%
"NEF-NEF αδιάβροχο προστατευτικό στρώματος μονό 100 x 200 + 30 cm Λευκό 100x200+30cm + Kentia αδιάβροχο επίστρωμα  ""Cotton Cover"" 100 x 200 cm",52.81,0.15,44.89,Thematic,-15%
NEF-NEF αδιάβροχο προστατευτικό στρώματος μονό 100 x 200 + 30 cm Λευκό 100x200+30cm + Guy Laroche αδιάβροχο προστατευτικό επίστρωμα 100 χ 200 cm,53.0,0.15,45.05,Thematic,-15%
2x Shiseido Waso Multi Relief Balm 20 g – Offer Pack,47.652857142857144,0.05,45.27,Volume,-5%
"3x Luna γυναικείο δαντελωτό τοπ ""Micro Touch"" Μαύρο XL – Offer Pack",50.400000000000006,0.1,45.36,Volume,-10%
2x Clarins Lip Oil Balm 3 gr 01 Pale Pink – Offer Pack,47.849999999999994,0.05,45.46,Volume,-5%
"3x Estée Lauder Deluxe Mini Envy Lipstick Sculpting Lipstick Estée Lauder Deluxe Mini Envy Lipstick Sculpting Lipstick 1,2g 561 Intense Nude – Offer Pack",50.699999999999996,0.1,45.63,Volume,-10%
Mayoral σετ παιδικό μαγιό με μπικίνι τοπ και σλιπ με βολάν (2 τεμάχια) Κόκκινο 12Y + Boboli βρεφικό σετ μπλούζα με κολάν (2 τεμάχια) Λευκό 12M,53.95,0.15,45.86,Thematic,-15%
"3x Luminarc σετ ποτήρια με ανάγλυφο σχέδιο 380 ml ""Dallas"" (6 τεμάχια) – Offer Pack",50.97,0.1,45.87,Volume,-10%
3x Κiko Milano Dreamphoria Tint Me Softly Lip Mousse 3 ml 04 Magical Mauve – Offer Pack,50.97,0.1,45.87,Volume,-10%
"3x Love Stories γυναικείο σλιπ μονόχρωμο με δαντέλα ""Isabel"" Μαύρο M – Offer Pack",51.0,0.1,45.9,Volume,-10%
4x Yves Rocher Relaxing Perfumed Mist Olive Petitgrain for Hair & Body 100 ml – Offer Pack,54.06,0.15000000000000002,45.95,Volume,-15%
3x Yves Rocher 48h Non-Stop Moisturizing Gel Cream 50 ml – Offer Pack,51.11,0.1,46.0,Volume,-10%
2x Molton Brown Coastal Cypress & Sea Fennel Bath & Shower Gel 300 ml – Offer Pack,48.66909090909091,0.05,46.24,Volume,-5%
3x Coincasa μαξιλαροθήκη με ριγέ σχέδιο 80 x 50 cm Ροζ 80x50cm – Offer Pack,51.449999999999996,0.1,46.3,Volume,-10%
2x Shiseido Lipliner Inkduo Shiseido Lipliner Inkduo 03 Mauve – Offer Pack,49.013333333333335,0.05,46.56,Volume,-5%
"Puma ανδρικό T-shirt μονόχρωμο με λογότυπο Regular Fit ""Essential + Tape"" Μαύρο M + Adidas ανδρικό T-shirt Regular Fit ""Essential 3-Strips"" Γκρι M",54.989999999999995,0.15,46.74,Thematic,-15%
3x Levi's® ανδρικό T-shirt βαμβακερό μονόχρωμο με contrast logo patch και label Λευκό XXL – Offer Pack,52.199999999999996,0.1,46.98,Volume,-10%
3x Amadeus διακοσμητικό μαξιλάρι με floral print 50 x 8 x 50 cm Πολύχρωμο ONE SIZE – Offer Pack,52.260000000000005,0.1,47.03,Volume,-10%
3x Estée Lauder Double Wear Infinite Waterproof Eyeliner 04 Indigo – Offer Pack,52.349999999999994,0.1,47.11,Volume,-10%
2x Kiko Milano Gold Reflections Fusion Glow Blush 03 Luminous Mauve – Offer Pack,49.622857142857136,0.05,47.14,Volume,-5%
2x Kiko Milano Contouring Face Set – Offer Pack,49.64153846153847,0.05,47.16,Volume,-5%
"3x DOMUS HOMUS μπολ με ριγέ σχέδιο και graphic print ""Sardines"" 16 cm – Offer Pack",52.44,0.1,47.2,Volume,-10%
3x Kiko Milano Full Coverage 2-In-1 Foundation & Concealer Warm Rose 10 – Offer Pack,52.55571428571428,0.1,47.3,Volume,-10%
2x Yves Rocher Huile Seche Monoi - Μoisturising Dry Oil Hair & Body 125 ml – Offer Pack,49.8,0.05,47.31,Volume,-5%
3x Timberland ανδρικό T-shirt μονόχρωμο με κεντημένο λογότυπο Slim Fit Μπλε Σκούρο 3XL – Offer Pack,52.650000000000006,0.1,47.39,Volume,-10%
2x NEF-NEF παιδικό μαξιλάρι ύπνου Memory Foam 60 χ 40 χ 6 cm Λευκό 60χ40χ6cm – Offer Pack,50.0,0.05,47.5,Volume,-5%
"4x DOWN TOWN Home πετσέτα προσώπου μονόχρωμη ""Rosa"" 50 x 100 cm – Offer Pack",56.0,0.15000000000000002,47.6,Volume,-15%
"4x Smiley World γυναικεία ομπρέλα βροχής αυτόματη αντιανεμική με σχέδιο ""SuperMini"" – Offer Pack",56.0,0.15000000000000002,47.6,Volume,-15%
"4x Marva πιάτo φαγητού από πορσελάνη 26,5 cm ""Mimosa"" – Offer Pack",56.08,0.15000000000000002,47.67,Volume,-15%
3x Coincasa μαξιλαροθήκη με all-over floral print 80 x 50 cm Πράσινο Ανοιχτό – Offer Pack,53.07000000000001,0.1,47.76,Volume,-10%
"3x DOWN TOWN Home πατάκι με ανάγλυφο σχέδιο ""Cosy"" 60 x 90 cm – Offer Pack",53.46,0.1,48.11,Volume,-10%
2x Molton Brown Relaxing Ylang-Ylang Bath & Shower Gel 300 ml – Offer Pack,50.64666666666667,0.05,48.11,Volume,-5%
"3x NEF-NEF σεντόνι μονό με λάστιχο ""Basic"" 100 x 200 + 30 cm    Ανθρακί 100x200+30cm – Offer Pack",53.699999999999996,0.1,48.33,Volume,-10%
"3x NEF-NEF σεντόνι μονό ""Basic"" 170 x 270 cm Εκρού 170x270cm – Offer Pack",53.699999999999996,0.1,48.33,Volume,-10%
"3x NEF-NEF σεντόνι μονό ""Basic"" 170 x 270 cm Λευκό 170x270cm – Offer Pack",53.699999999999996,0.1,48.33,Volume,-10%
3x Mayoral βρεφικό φόρεμα με all-over print Ροζ Ανοιχτό 12M – Offer Pack,53.760000000000005,0.1,48.38,Volume,-10%
"Puma ανδρικό T-shirt μονόχρωμο με λογότυπο Regular Fit ""Essential + Tape"" Μαύρο M + New Balance ανδρικό T-shirt ""Stacked Logo"" Μαύρο M",56.94,0.15,48.4,Thematic,-15%
3x Hugo Boss σετ ανδρικές κοντές κάλτσες με λογότυπο (3 ζευγάρια) Λευκό 3942 – Offer Pack,53.849999999999994,0.1,48.46,Volume,-10%
3x Alouette παιδικό κολάν μονόχρωμο με ελαστική μέση ''Five Star'' (6 - 16 ετών) Μαύρο 10Y – Offer Pack,53.849999999999994,0.1,48.46,Volume,-10%
3x Kiko Milano Disney - The Little Mermaid Waterproof Lip Liner 01 Just One Kiss – Offer Pack,53.97,0.1,48.57,Volume,-10%
3x Alouette παιδικό σετ ρούχων μπλούζα φούτερ και παντελόνι φόρμας με letter print (6 - 14 ετών) Μπλε Σκούρο 8Y – Offer Pack,54.0,0.1,48.6,Volume,-10%
3x Clinique Antiperspirant Deodorant Roll On 75 ml – Offer Pack,54.02,0.1,48.62,Volume,-10%
2x Cacharel Yes I Am Glorious Eau de Parfum 30ml – Offer Pack,51.73090909090909,0.05,49.14,Volume,-5%
"Adidas ανδρικό T-shirt Regular Fit ""Essential 3-Strips"" Γκρι M + New Balance ανδρικό T-shirt ""Stacked Logo"" Μαύρο M",57.95,0.15,49.26,Thematic,-15%
3x Coincasa μαξιλαροθήκη βαμβακερή με πολύχρωμο dot pattern 80 x 50 cm Λευκό 80x50cm – Offer Pack,54.900000000000006,0.1,49.41,Volume,-10%
3x Coincasa μαξιλαροθήκη βαμβακερή με abstract print 80 x 50 cm Πολύχρωμο – Offer Pack,54.900000000000006,0.1,49.41,Volume,-10%
3x Coincasa πλαστική θήκη κοσμημάτων με συρτάρι 11 x 6 x 16 cm Διάφανο 11x6x16cm – Offer Pack,54.900000000000006,0.1,49.41,Volume,-10%
2x L'Occitane Festive Crackers Collection – Offer Pack,52.199999999999996,0.05,49.59,Volume,-5%
2x Molton Brown Wild Mint & Lavandin Bath & Shower Gel 300 ml – Offer Pack,52.205999999999996,0.05,49.6,Volume,-5%
"3x Adidas unisex σαγιονάρες ""Adilette Aqua"" Λευκό 38 – Offer Pack",55.199999999999996,0.1,49.68,Volume,-10%
3x Coincasa ράνερ τραπεζαρίας με καρό σχέδιο και κεντημένη λεπτομέρεια 140 x 40 cm Πράσινο – Offer Pack,55.349999999999994,0.1,49.82,Volume,-10%
"Lancôme Hypnôse Drama - Extreme Volume Mascara 8 ml Excessive Black + Lancôme Hypnôse Volume-À-Porter Mascara 01 Noir Intense 6,5 gr.",62.697027417027414,0.2,50.16,Rule-Based,-20%
4x Lovable γυναικείο σλιπ ''Midi Invisible'' Nude XXL – Offer Pack,59.4,0.15000000000000002,50.49,Volume,-15%
2x Clinique Moisture Surge Moisturizing Gel 50ml – Offer Pack,53.293142857142854,0.05,50.63,Volume,-5%
2x Clinique Superpowder Double Face Makeup 07 Matte Neutral – Offer Pack,53.6725,0.05,50.99,Volume,-5%
"2x Kentia πετσέτα σώματος μονόχρωμη ""Brand Linen"" 90 x 150 cm – Offer Pack",53.73333333333333,0.05,51.05,Volume,-5%
3x Kiko Milano Gold Reflections Summerproof Powder Foundation Spf 50 01 Ivory – Offer Pack,56.98615384615385,0.1,51.29,Volume,-10%
2x Yves Rocher 100H Non-Stop Intense Moisturizing Care Pot 75 ml – Offer Pack,54.239999999999995,0.05,51.53,Volume,-5%
Chiara Ferragni Lip Kit - Kiss Essential Nude Beige Nude Beige + Chiara Ferragni Eyeshadow Palette Platinum Edition,65.05294930875576,0.2,52.04,Rule-Based,-20%
Kiko Milano Pure Clean Toner 200 ml + Sensai Cellular Performance Lotion I (Light) 125 ml,61.406023391812866,0.15,52.2,Thematic,-15%
2x Clinique Superpowder Double Face Makeup 02 Matte Beige – Offer Pack,55.12413793103448,0.05,52.37,Volume,-5%
Lancôme Hypnôse Drama - Extreme Volume Mascara 8 ml Excessive Black + Lancôme Miel en Mousse 200 ml,65.63131313131314,0.2,52.51,Rule-Based,-20%
3x Coincasa μαξιλαροθήκη σατέν με all-over print 80 x 50 cm Μπλε Σκούρο – Offer Pack,58.349999999999994,0.1,52.51,Volume,-10%
3x Esprit ανδρική πόλο μπλούζα πικέ με λογότυπο Straight Fit Μπλε Σκούρο L – Offer Pack,58.47,0.1,52.62,Volume,-10%
3x Lovable γυναικείο σλιπ με τούλι ''Invisible Ultralight'' Μαύρο L – Offer Pack,58.5,0.1,52.65,Volume,-10%
3x Lovable γυναικείο σλιπ με τούλι ''Invisible Ultralight'' Nude L – Offer Pack,58.5,0.1,52.65,Volume,-10%
3x Lovable γυναικείο σλιπ με τούλι ''Invisible Ultralight'' Μαύρο M – Offer Pack,58.5,0.1,52.65,Volume,-10%
3x Coincasa γυάλινο βαζάκι αποθήκευσης με ξύλινο καπάκι με λογότυπο 19 cm Διάφανο – Offer Pack,58.739999999999995,0.1,52.87,Volume,-10%
"3x Kentia ριχτάρι τριθέσιου καναπέ ""Sergio 20"" 180 x 280 cm – Offer Pack",59.25,0.1,53.32,Volume,-10%
Clarins Double Serum Eye 20 ml + Clarins Invisible Sun Care Stick Very High Protection SPF50 17 gr,71.3852380952381,0.25,53.54,Clearance,-25%
4x L'Occitane Eau De Cedrat Shower Gel 250 ml – Offer Pack,63.0,0.15000000000000002,53.55,Volume,-15%
"3x NEF-NEF σεντόνι ημίδιπλο με λάστιχο ""Basic"" 120 x 200 + 30 cm    Λευκό 120x200+30cm – Offer Pack",59.699999999999996,0.1,53.73,Volume,-10%
3x DOMUS HOMUS σετ χριστουγεννιάτικα στολίδια γυάλινα 7 x 3 x 8 cm – Offer Pack,59.94,0.1,53.95,Volume,-10%
3x Κiko Milano Skin Lover Refining Face Powder Foundation 10 gr 04 Biscuit – Offer Pack,59.97,0.1,53.97,Volume,-10%
3x Attrattivo γυνακείoς πλεκτός γιακάς  Γκρι ONE SIZE – Offer Pack,59.97,0.1,53.97,Volume,-10%
4x DOMUS HOMUS τεχνητό φυτό ροδακινιά 132 cm φούξια – Offer Pack,63.52,0.15000000000000002,53.99,Volume,-15%
"3x Mayoral σετ βρεφική ζακέτα πλεκτή, μπλούζα και κολάν Κόκκινο 6-9M – Offer Pack",60.0,0.1,54.0,Volume,-10%
3x Guy Laroche διακοσμητική μαξιλαροθήκη ''Rubicon Camel'' 42 x 42 cm – Offer Pack,60.0,0.1,54.0,Volume,-10%
"Guy Laroche αδιάβροχο προστατευτικό επίστρωμα 100 χ 200 cm + Kentia αδιάβροχο επίστρωμα  ""Cotton Cover"" 100 x 200 cm",63.81,0.15,54.24,Thematic,-15%
2x Lancôme Hypnôse Drama Makeup Set – Offer Pack,57.24,0.05,54.38,Volume,-5%
2x Issey Miyake L'Eau d'Issey Pour Homme Deodorant Spray 150 ml – Offer Pack,57.56857142857143,0.05,54.69,Volume,-5%
Clarins Gentle Care Roll-On Deodorant 50 ml + Clarins Body Fit Active 200ml,68.5106334841629,0.2,54.81,Rule-Based,-20%
"Kentia αδιάβροχη μαξιλαροθήκη βαμβακερή ""Cotton Cover"" 50 x 70 cm + Sensai Cellular Performance Lotion I (Light) 125 ml",64.89944444444444,0.15,55.16,Thematic,-15%
3x Coincasa πλαστική θήκη κοσμημάτων με συρτάρι 17 x 6 x 16 cm Διάφανο 17x6x16cm – Offer Pack,61.83,0.1,55.65,Volume,-10%
2x Yves Rocher Monoi De Tahiti Eau De Toilette 100 ml – Offer Pack,58.66237288135593,0.05,55.73,Volume,-5%
3x Coincasa πετσέτα σώματος μονόχρωμη με γεωμετρικό σχέδιο 140 x 70 cm Μπεζ 140x70cm – Offer Pack,61.92,0.1,55.73,Volume,-10%
3x Coincasa πετσέτα σώματος μονόχρωμη με zig zag pattern 140 x 90 cm Λευκό – Offer Pack,61.949999999999996,0.1,55.76,Volume,-10%
3x Clinique Dramatically Different Moisturizing BB. Gel Τube 50 ml – Offer Pack,62.099999999999994,0.1,55.89,Volume,-10%
2x L'Occitane Almond Shower Oil Refill 500 ml – Offer Pack,58.926315789473676,0.05,55.98,Volume,-5%
4x Lovable γυναικείο σλιπ ''Midi Invisible'' Μαύρο XL – Offer Pack,66.0,0.15000000000000002,56.1,Volume,-15%
2x Estée Lauder Sumptuous Extreme Waterproof Lash Multiplying Volume Mascara Extreme Black 8 ml – Offer Pack,59.080000000000005,0.05,56.13,Volume,-5%
"3x Das home επίστρωμα καπιτονέ μονόχρωμο ""2340"" 100 × 200 + 35 cm Λευκό 100x200+35cm – Offer Pack",62.400000000000006,0.1,56.16,Volume,-10%
"3x Das home σεντόνι μονό με λάστιχο ""1002 Colour Best"" 100 x 200 + 35 cm Μπεζ 100x200+35cm – Offer Pack",62.699999999999996,0.1,56.43,Volume,-10%
Sensai Silky Purifying Sponge Chief + Sensai Cellular Performance Lotion I (Light) 125 ml,66.40792270531401,0.15,56.45,Thematic,-15%
"3x DPAM σετ παιδικές πιτζάμες velvet ""Blue Crocodile"" Μπλε Σκούρο 12Y – Offer Pack",62.97,0.1,56.67,Volume,-10%
3x Nautica ανδρικό T-shirt μονόχρωμο βαμβακερό  Λευκό XXL – Offer Pack,63.0,0.1,56.7,Volume,-10%
3x Gant γυναικείο T-shirt με logo print Regular Fit Λευκό L – Offer Pack,63.0,0.1,56.7,Volume,-10%
4x L'Occitane Citrus Verbena Roll On Deodorant 50 ml – Offer Pack,66.97333333333334,0.15000000000000002,56.93,Volume,-15%
Clarins Body-Smoothing Moisture Milk 400 ml + Clarins Body Fit Active 200ml,71.5416368286445,0.2,57.23,Rule-Based,-20%
3x C'est Bon κηροπήγιο γυάλινο τρίχρωμο 29 x 10 cm Πολύχρωμο ONE SIZE – Offer Pack,63.75,0.1,57.38,Volume,-10%
Kiko Milano Pure Clean Toner 200 ml + Sensai Absolute Silk Micro Mousse Wash 180 ml,67.77491228070176,0.15,57.61,Thematic,-15%
"3x Adidas ανδρικό αθλητικό σορτς ""Essentials Big Logo"" Γκρι M – Offer Pack",64.35,0.1,57.92,Volume,-10%
3x OVS παιδική βαμβακερή τζιν φούστα με πιέτες Denim Blue 8-9Y – Offer Pack,64.65,0.1,58.19,Volume,-10%
4x Coincasa σετ σουπλά και πετσέτα φαγητού 50 x 35 cm Denim Blue Σκούρο ΣΕΤ – Offer Pack,68.6,0.15000000000000002,58.31,Volume,-15%
4x Clinique Quickliner™ For Lips Crushed Berry – Offer Pack,69.36,0.15000000000000002,58.96,Volume,-15%
3x Kiko Milano Gloss Supreme Bare Skin Foundation 05 Beige – Offer Pack,65.97,0.1,59.37,Volume,-10%
"3x Umbra κορνίζα επιτραπέζια μεταλλική ""Prisma"" 10 x 15 cm – Offer Pack",66.0,0.1,59.4,Volume,-10%
"3x Umbra κορνίζα μεταλλική ""Prisma"" 13 x 18 cm – Offer Pack",66.0,0.1,59.4,Volume,-10%
4x Coincasa μαξιλαροθήκη βαμβακερή με contrast floral print 80 x 50 cm Πράσινο Ανοιχτό – Offer Pack,70.76,0.15000000000000002,60.15,Volume,-15%
Kiko Milano Full Coverage Blurring Powder Foundation Kiko Milano Full Coverage Blurring Powder Foundation 20 Ivory + Sensai Cellular Performance Lotion I (Light) 125 ml,70.93444444444445,0.15,60.29,Thematic,-15%
"Kentia αδιάβροχη μαξιλαροθήκη βαμβακερή ""Cotton Cover"" 50 x 70 cm + Sensai Absolute Silk Micro Mousse Wash 180 ml",71.26833333333333,0.15,60.58,Thematic,-15%
3x Gant ανδρικό καπέλο με κεντημένο graphic logo Μπλε Σκούρο ONE SIZE – Offer Pack,67.5,0.1,60.75,Volume,-10%
4x Alouette παιδικό κολάν μονόχρωμο με ελαστική μέση ''Five Star'' (6 - 16 ετών) Μπλε Σκούρο 10Y – Offer Pack,71.8,0.15000000000000002,61.03,Volume,-15%
Uv Protective Compact Foundation (SPF30) Medium Ochre + Uv Protective Compact Foundation (SPF30) Shiseido Uv Protective Compact Foundation (SPF30) Medium Ivory Sp50 12 gr,76.40539968652037,0.2,61.12,Rule-Based,-20%
3x Shiseido Synchro Skin Radiant Lifting Foundation Shiseido Synchro Skin Radiant Lifting Foundation 220 Linen 30 ml – Offer Pack,68.03999999999999,0.1,61.24,Volume,-10%
3x Clarins Joli Rouge Shine 759S Woodberry – Offer Pack,68.22,0.1,61.4,Volume,-10%
